Area,Pop_Change,Births,Deaths,Natural_Increase,Total_InMig,Total_OutMig,Total_NetMig,CB_InMig,CB_OutMig,CB_NetMig,Int_InMig,Int_OutMig,Int_NetMig,Year,Level,Birth_Death_Ratio,Migration_Share,CB_Share,Growth_Class
413 Tattarisuo,0.0,2.0,,2.0,16.0,17.0,-1.0,4.0,9.0,-5.0,12.0,8.0,4.0,2003,sub_area,,0.3333333332222222,-4.999999995,Slight Decline
506 Jakomäki,-169.0,75.0,55.0,20.0,999.0,1168.0,-169.0,176.0,226.0,-50.0,823.0,942.0,-119.0,2003,sub_area,1.3636363636115703,0.8941798941751631,-0.29585798816392983,Moderate Decline
414 Jakomäki,-169.0,75.0,55.0,20.0,999.0,1168.0,-169.0,176.0,226.0,-50.0,823.0,942.0,-119.0,2003,sub_area,1.3636363636115703,0.8941798941751631,-0.29585798816392983,Moderate Decline
6 Kaakkoinen suurpiiri,-302.0,588.0,388.0,200.0,8585.0,8964.0,-379.0,1722.0,2070.0,-348.0,6863.0,6894.0,-31.0,2003,major_district,1.5154639175218674,0.654576856648265,-0.9182058047469177,Moderate Decline
601 Kulosaari,28.0,38.0,40.0,-2.0,694.0,669.0,25.0,165.0,159.0,6.0,529.0,510.0,19.0,2003,sub_area,0.9499999999762501,0.9259259258916324,0.2399999999904,Slight Growth
420 Kulosaari,29.0,38.0,40.0,-2.0,693.0,667.0,26.0,164.0,159.0,5.0,529.0,508.0,21.0,2003,sub_area,0.9499999999762501,0.9285714285382654,0.19230769230029585,Slight Growth
602 Herttoniemi,-333.0,362.0,225.0,137.0,5218.0,5576.0,-358.0,1016.0,1332.0,-316.0,4202.0,4244.0,-42.0,2003,sub_area,1.6088888888817383,0.7232323232308622,-0.8826815642433445,Moderate Decline
431 Länsi-Herttoniemi,-65.0,86.0,103.0,-17.0,1645.0,1665.0,-20.0,296.0,336.0,-40.0,1349.0,1329.0,20.0,2003,sub_area,0.8349514563025733,0.5405405405259314,-1.9999999999,Slight Decline
432 Roihuvuori,-220.0,92.0,76.0,16.0,1459.0,1650.0,-191.0,321.0,431.0,-110.0,1138.0,1219.0,-81.0,2003,sub_area,1.2105263157735457,0.9227053140052044,-0.5759162303634769,Moderate Decline
433 Herttoniemen teoll,0.0,,,,24.0,26.0,-2.0,8.0,13.0,-5.0,16.0,13.0,3.0,2003,sub_area,,,-2.49999999875,Slight Decline
434 Herttoniemenranta,-54.0,165.0,22.0,143.0,1877.0,2033.0,-156.0,348.0,516.0,-168.0,1529.0,1517.0,12.0,2003,sub_area,7.4999999996590905,0.5217391304330377,-1.0769230769161737,Slight Decline
440 Tammisalo,6.0,19.0,24.0,-5.0,213.0,202.0,11.0,43.0,36.0,7.0,170.0,166.0,4.0,2003,sub_area,0.7916666666336806,0.6874999999570313,0.6363636363057851,Slight Growth
603 Laajasalo,3.0,188.0,123.0,65.0,2673.0,2719.0,-46.0,541.0,579.0,-38.0,2132.0,2140.0,-8.0,2003,sub_area,1.5284552845404191,0.41441441441068094,-0.8260869565037808,Slight Growth
491 Yliskylä,-60.0,107.0,103.0,4.0,1725.0,1777.0,-52.0,306.0,370.0,-64.0,1419.0,1407.0,12.0,2003,sub_area,1.038834951446225,0.928571428554847,-1.2307692307455622,Slight Decline
492 Jollas,36.0,47.0,7.0,40.0,404.0,402.0,2.0,95.0,91.0,4.0,309.0,311.0,-2.0,2003,sub_area,6.714285713326531,0.047619047617913836,1.999999999,Slight Growth
494 Tahvonlahti,22.0,10.0,1.0,9.0,52.0,43.0,9.0,11.0,13.0,-2.0,41.0,30.0,11.0,2003,sub_area,9.99999999,0.4999999999722222,-0.22222222219753085,Slight Growth
495 Hevossalmi,-9.0,12.0,10.0,2.0,232.0,241.0,-9.0,43.0,42.0,1.0,189.0,199.0,-10.0,2003,sub_area,1.19999999988,0.8181818181074381,0.11111111109876542,Slight Decline
510 Santahamina,14.0,11.0,2.0,9.0,233.0,228.0,5.0,82.0,55.0,27.0,151.0,173.0,-22.0,2003,sub_area,5.49999999725,0.35714285711734695,5.39999999892,Slight Growth
7 Itäinen suurpiiri,505.0,1192.0,709.0,483.0,18827.0,18453.0,374.0,4247.0,4540.0,-293.0,14580.0,13913.0,667.0,2003,major_district,1.6812411847649067,0.4364060676774371,-0.7834224598909535,Strong Growth
701 Vartiokylä,50.0,218.0,185.0,33.0,3907.0,3789.0,118.0,815.0,905.0,-90.0,3092.0,2884.0,208.0,2003,sub_area,1.1783783783720088,0.7814569536372089,-0.762711864400316,Slight Growth
451 Vartioharju,-97.0,52.0,35.0,17.0,655.0,724.0,-69.0,130.0,167.0,-37.0,525.0,557.0,-32.0,2003,sub_area,1.4857142856718368,0.8023255813860194,-0.5362318840501995,Slight Decline
452 Puotila,320.0,51.0,52.0,-1.0,1363.0,990.0,373.0,233.0,261.0,-28.0,1130.0,729.0,401.0,2003,sub_area,0.9807692307503699,0.9973262032058895,-0.07506702412848508,Moderate Growth
453 Puotinharju,9.0,25.0,47.0,-22.0,608.0,603.0,5.0,136.0,133.0,3.0,472.0,470.0,2.0,2003,sub_area,0.531914893605704,0.18518518517832647,0.59999999988,Slight Growth
455 Marjaniemi,-18.0,16.0,14.0,2.0,177.0,204.0,-27.0,38.0,35.0,3.0,139.0,169.0,-30.0,2003,sub_area,1.14285714277551,0.931034482726516,0.11111111110699588,Slight Decline
457 Itäkeskus,-158.0,74.0,37.0,37.0,1094.0,1253.0,-159.0,277.0,304.0,-27.0,817.0,949.0,-132.0,2003,sub_area,1.9999999999459461,0.8112244897917795,-0.169811320753649,Moderate Decline
702 Myllypuro,-26.0,79.0,109.0,-30.0,1446.0,1391.0,55.0,311.0,337.0,-26.0,1135.0,1054.0,81.0,2003,sub_area,0.7247706421951856,0.6470588235217993,-0.4727272727186777,Slight Decline
454 Myllypuro,-26.0,79.0,109.0,-30.0,1446.0,1391.0,55.0,311.0,337.0,-26.0,1135.0,1054.0,81.0,2003,sub_area,0.7247706421951856,0.6470588235217993,-0.4727272727186777,Slight Decline
703 Mellunkylä,-332.0,438.0,255.0,183.0,6597.0,6970.0,-373.0,1664.0,1814.0,-150.0,4933.0,5156.0,-223.0,2003,sub_area,1.7176470588167936,0.6708633093513114,-0.4021447721168843,Moderate Decline
471 Kontula,-239.0,141.0,139.0,2.0,2088.0,2282.0,-194.0,476.0,520.0,-44.0,1612.0,1762.0,-150.0,2003,sub_area,1.0143884892013355,0.989795918362297,-0.2268041237101711,Moderate Decline
472 Vesala,-80.0,88.0,34.0,54.0,1202.0,1315.0,-113.0,279.0,351.0,-72.0,923.0,964.0,-41.0,2003,sub_area,2.5882352940415227,0.6766467065827746,-0.6371681415872816,Slight Decline
473 Mellunmäki,-114.0,82.0,55.0,27.0,1316.0,1422.0,-106.0,323.0,356.0,-33.0,993.0,1066.0,-73.0,2003,sub_area,1.4909090908819835,0.7969924811970152,-0.31132075471404413,Moderate Decline
474 Kivikko,175.0,95.0,8.0,87.0,1377.0,1260.0,117.0,370.0,373.0,-3.0,1007.0,887.0,120.0,2003,sub_area,11.874999998515625,0.5735294117618945,-0.025641025640806486,Moderate Growth
475 Kurkimäki,-74.0,32.0,19.0,13.0,614.0,691.0,-77.0,216.0,214.0,2.0,398.0,477.0,-79.0,2003,sub_area,1.6842105262271467,0.8555555555460493,0.02597402597368865,Slight Decline
704 Vuosaari,813.0,457.0,160.0,297.0,6877.0,6303.0,574.0,1457.0,1484.0,-27.0,5420.0,4819.0,601.0,2003,sub_area,2.8562499999821487,0.6590126291611262,-0.04703832752605046,Strong Growth
541 Keski-Vuosaari,90.0,131.0,90.0,41.0,2473.0,2407.0,66.0,519.0,577.0,-58.0,1954.0,1830.0,124.0,2003,sub_area,1.4555555555393827,0.6168224299007773,-0.8787878787745638,Slight Growth
544 Meri-Rastila,-40.0,80.0,10.0,70.0,1114.0,1216.0,-102.0,296.0,260.0,36.0,818.0,956.0,-138.0,2003,sub_area,7.9999999992,0.5930232558105057,0.352941176467128,Slight Decline
545 Kallahti,-147.0,155.0,31.0,124.0,1554.0,1797.0,-243.0,304.0,401.0,-97.0,1250.0,1396.0,-146.0,2003,sub_area,4.9999999998387095,0.6621253405976509,-0.3991769547308676,Moderate Decline
546 Aurinkolahti,952.0,28.0,4.0,24.0,1198.0,272.0,926.0,229.0,71.0,158.0,969.0,201.0,768.0,2003,sub_area,6.99999999825,0.9747368421042372,0.17062634989182437,Strong Growth
547 Rastila,-46.0,63.0,25.0,38.0,520.0,597.0,-77.0,106.0,167.0,-61.0,414.0,430.0,-16.0,2003,sub_area,2.5199999998992,0.669565217385482,-0.7922077921975038,Slight Decline
Muut,-770.0,99.0,846.0,-747.0,4884.0,6638.0,-1754.0,757.0,1710.0,-953.0,4127.0,4928.0,-801.0,2003,other,0.11702127659560636,0.7013194722108351,-0.5433295324968396,Strong Decline
Kantakaupunki,-632.0,1688.0,1461.0,227.0,43342.0,43483.0,-141.0,12362.0,10924.0,1438.0,30980.0,32559.0,-1579.0,2003,other,1.155373032168956,0.3831521739120023,10.198581560211359,Strong Decline
Esikaupungit,1016.0,4512.0,2856.0,1656.0,71942.0,71588.0,354.0,17841.0,19867.0,-2026.0,54101.0,51721.0,2380.0,2003,other,1.579831932772556,0.17611940298498702,-5.7231638417917425,Strong Growth
Koko Helsinki,-284.0,6180.0,5045.0,1135.0,119068.0,120460.0,-1392.0,31985.0,33377.0,-1392.0,87083.0,87083.0,0.0,2004,city,1.2249752229928195,0.5508508112384048,-0.9999999999992816,Moderate Decline
1 Eteläinen suurpiiri,-53.0,1042.0,705.0,337.0,23887.0,23988.0,-101.0,7166.0,6636.0,530.0,16721.0,17352.0,-631.0,2004,major_district,1.4780141843950667,0.23059360730540962,5.247524752423292,Slight Decline
101 Vironniemi,29.0,119.0,69.0,50.0,2589.0,2582.0,7.0,739.0,663.0,76.0,1850.0,1919.0,-69.0,2004,sub_area,1.7246376811344255,0.12280701754170514,10.857142855591837,Slight Growth
010 Kruununhaka,-7.0,66.0,40.0,26.0,1632.0,1652.0,-20.0,464.0,447.0,17.0,1168.0,1205.0,-37.0,2004,sub_area,1.6499999999587502,0.4347826086862004,0.8499999999575,Slight Decline
020 Kluuvi,-2.0,3.0,1.0,2.0,126.0,131.0,-5.0,44.0,31.0,13.0,82.0,100.0,-18.0,2004,sub_area,2.9999999969999998,0.7142857141836735,2.59999999948,Slight Decline
080 Katajanokka,38.0,50.0,28.0,22.0,831.0,799.0,32.0,231.0,185.0,46.0,600.0,614.0,-14.0,2004,sub_area,1.7857142856505102,0.5925925925816187,1.4374999999550784,Slight Growth
102 Ullanlinna,-29.0,263.0,157.0,106.0,5940.0,5990.0,-50.0,1720.0,1505.0,215.0,4220.0,4485.0,-265.0,2004,sub_area,1.6751592356581202,0.32051282051076596,4.299999999914,Slight Decline
030 Kaartinkaupunki,-9.0,17.0,3.0,14.0,202.0,228.0,-26.0,55.0,63.0,-8.0,147.0,165.0,-18.0,2004,sub_area,5.666666664777778,0.64999999998375,-0.3076923076804734,Slight Decline
050 Punavuori,36.0,84.0,60.0,24.0,2520.0,2473.0,47.0,722.0,593.0,129.0,1798.0,1880.0,-82.0,2004,sub_area,1.3999999999766668,0.661971830976592,2.7446808510054326,Slight Growth
060 Eira,35.0,18.0,6.0,12.0,242.0,216.0,26.0,57.0,54.0,3.0,185.0,162.0,23.0,2004,sub_area,2.9999999995,0.684210526297784,0.11538461538017751,Slight Growth
070 Ullanlinna,-80.0,121.0,74.0,47.0,2514.0,2597.0,-83.0,749.0,656.0,93.0,1765.0,1941.0,-176.0,2004,sub_area,1.6351351351130385,0.6384615384566272,1.1204819276973434,Slight Decline
090 Kaivopuisto,-24.0,3.0,3.0,0.0,59.0,82.0,-23.0,15.0,26.0,-11.0,44.0,56.0,-12.0,2004,sub_area,0.9999999996666666,0.9999999999565218,-0.47826086954442343,Slight Decline
204 Munkkisaari,8.0,8.0,7.0,1.0,262.0,250.0,12.0,96.0,84.0,12.0,166.0,166.0,0.0,2004,sub_area,1.1428571426938776,0.9230769230059171,0.9999999999166667,Slight Growth
520 Suomenlinna,5.0,12.0,4.0,8.0,141.0,144.0,-3.0,26.0,29.0,-3.0,115.0,115.0,0.0,2004,sub_area,2.99999999925,0.2727272727024793,-0.9999999996666666,Slight Growth
103 Kampinmalmi,-19.0,286.0,190.0,96.0,7671.0,7690.0,-19.0,2300.0,2036.0,264.0,5371.0,5654.0,-283.0,2004,sub_area,1.5052631578868145,0.16521739130291116,13.89473684137396,Slight Decline
040 Kamppi,69.0,95.0,74.0,21.0,3040.0,2958.0,82.0,977.0,789.0,188.0,2063.0,2169.0,-106.0,2004,sub_area,1.2837837837664352,0.7961165048466396,2.2926829268013087,Slight Growth
130 Etu-Töölö,97.0,128.0,93.0,35.0,3506.0,3411.0,95.0,1092.0,886.0,206.0,2414.0,2525.0,-111.0,2004,sub_area,1.376344086006706,0.7307692307636096,2.1684210526087533,Slight Growth
201 Ruoholahti,-103.0,39.0,7.0,32.0,629.0,750.0,-121.0,134.0,206.0,-72.0,495.0,544.0,-49.0,2004,sub_area,5.571428570632653,0.7908496731974455,-0.5950413223091319,Moderate Decline
203 Jätkäsaari,-82.0,24.0,16.0,8.0,496.0,571.0,-75.0,97.0,155.0,-58.0,399.0,416.0,-17.0,2004,sub_area,1.49999999990625,0.9036144578204384,-0.7733333333230222,Slight Decline
104 Taka-Töölö,120.0,135.0,135.0,0.0,3921.0,3750.0,171.0,1223.0,990.0,233.0,2698.0,2760.0,-62.0,2004,sub_area,0.9999999999925927,0.9999999999941521,1.3625730994072365,Moderate Growth
140 Taka-Töölö,120.0,135.0,135.0,0.0,3921.0,3750.0,171.0,1223.0,990.0,233.0,2698.0,2760.0,-62.0,2004,sub_area,0.9999999999925927,0.9999999999941521,1.3625730994072365,Moderate Growth
105 Lauttasaari,-154.0,239.0,154.0,85.0,3766.0,3976.0,-210.0,1184.0,1442.0,-258.0,2582.0,2534.0,48.0,2004,sub_area,1.5519480519379745,0.7118644067772479,-1.2285714285655782,Moderate Decline
310 Lauttasaari,-154.0,239.0,154.0,85.0,3766.0,3976.0,-210.0,1184.0,1442.0,-258.0,2582.0,2534.0,48.0,2004,sub_area,1.5519480519379745,0.7118644067772479,-1.2285714285655782,Moderate Decline
2 Läntinen suurpiiri,-957.0,1091.0,849.0,242.0,20877.0,21778.0,-901.0,6741.0,7079.0,-338.0,14136.0,14699.0,-563.0,2004,major_district,1.28504122496904,0.7882764654411302,-0.37513873473876236,Strong Decline
201 Reijola,-127.0,191.0,110.0,81.0,3463.0,3603.0,-140.0,1022.0,1051.0,-29.0,2441.0,2552.0,-111.0,2004,sub_area,1.7363636363478512,0.6334841628930612,-0.20714285714137756,Moderate Decline
150 Meilahti,-69.0,79.0,36.0,43.0,1609.0,1692.0,-83.0,531.0,528.0,3.0,1078.0,1164.0,-86.0,2004,sub_area,2.194444444383488,0.6587301587249307,0.03614457831281753,Slight Decline
160 Ruskeasuo,-42.0,96.0,57.0,39.0,1412.0,1462.0,-50.0,355.0,400.0,-45.0,1057.0,1062.0,-5.0,2004,sub_area,1.6842105262862421,0.5617977528026764,-0.8999999999820001,Slight Decline
180 Laakso,-16.0,16.0,17.0,-1.0,442.0,449.0,-7.0,136.0,123.0,13.0,306.0,326.0,-20.0,2004,sub_area,0.941176470532872,0.874999999890625,1.857142856877551,Slight Decline
202 Munkkiniemi,-95.0,165.0,198.0,-33.0,3493.0,3512.0,-19.0,1082.0,1096.0,-14.0,2411.0,2416.0,-5.0,2004,sub_area,0.8333333333291246,0.36538461537758876,-0.7368421052243768,Slight Decline
301 Vanha Munkkiniemi,-31.0,81.0,112.0,-31.0,1705.0,1683.0,22.0,529.0,468.0,61.0,1176.0,1215.0,-39.0,2004,sub_area,0.7232142857078284,0.41509433961480957,2.7727272726012395,Slight Decline
302 Kuusisaari,-17.0,5.0,3.0,2.0,47.0,67.0,-20.0,14.0,27.0,-13.0,33.0,40.0,-7.0,2004,sub_area,1.6666666661111111,0.9090909090495868,-0.6499999999675,Slight Decline
303 Lehtisaari,-7.0,15.0,9.0,6.0,231.0,235.0,-4.0,69.0,84.0,-15.0,162.0,151.0,11.0,2004,sub_area,1.6666666664814815,0.39999999996,-3.7499999990625,Slight Decline
304 Munkkivuori,-30.0,42.0,56.0,-14.0,888.0,898.0,-10.0,300.0,313.0,-13.0,588.0,585.0,3.0,2004,sub_area,0.7499999999866072,0.4166666666493056,-1.29999999987,Slight Decline
305 Niemenmäki,28.0,11.0,15.0,-4.0,353.0,318.0,35.0,101.0,101.0,0.0,252.0,217.0,35.0,2004,sub_area,0.7333333332844444,0.8974358974128863,0.0,Slight Growth
306 Talinranta,-38.0,11.0,3.0,8.0,269.0,311.0,-42.0,69.0,103.0,-34.0,200.0,208.0,-8.0,2004,sub_area,3.666666665444444,0.8399999999832001,-0.8095238095045352,Slight Decline
203 Haaga,-478.0,246.0,256.0,-10.0,5526.0,5908.0,-382.0,1881.0,1887.0,-6.0,3645.0,4021.0,-376.0,2004,sub_area,0.9609374999962463,0.9744897959158815,-0.015706806282681396,Moderate Decline
291 Etelä-Haaga,-171.0,109.0,96.0,13.0,2912.0,3066.0,-154.0,984.0,961.0,23.0,1928.0,2105.0,-177.0,2004,sub_area,1.1354166666548393,0.9221556886172326,0.14935064934967957,Moderate Decline
292 Kivihaka,-32.0,5.0,6.0,-1.0,177.0,209.0,-32.0,47.0,75.0,-28.0,130.0,134.0,-4.0,2004,sub_area,0.8333333331944445,0.969696969667585,-0.8749999999726563,Slight Decline
293 Pohjois-Haaga,-122.0,87.0,109.0,-22.0,1708.0,1788.0,-80.0,602.0,586.0,16.0,1106.0,1202.0,-96.0,2004,sub_area,0.7981651376073563,0.7843137254825067,0.19999999999749998,Moderate Decline
294 Lassila,-153.0,45.0,45.0,0.0,729.0,845.0,-116.0,248.0,265.0,-17.0,481.0,580.0,-99.0,2004,sub_area,0.9999999999777779,0.9999999999913792,-0.14655172413666764,Moderate Decline
204 Pitäjänmäki,175.0,201.0,109.0,92.0,3453.0,3338.0,115.0,1032.0,1203.0,-171.0,2421.0,2135.0,286.0,2004,sub_area,1.8440366972307887,0.5555555555528717,-1.4869565217262004,Moderate Growth
320 Konala,311.0,56.0,36.0,20.0,1215.0,917.0,298.0,371.0,335.0,36.0,844.0,582.0,262.0,2004,sub_area,1.555555555512346,0.9371069182360469,0.1208053691271114,Moderate Growth
461 Pajamäki,-66.0,18.0,28.0,-10.0,405.0,453.0,-48.0,125.0,143.0,-18.0,280.0,310.0,-30.0,2004,sub_area,0.6428571428341837,0.827586206882283,-0.3749999999921875,Slight Decline
462 Tali,-31.0,16.0,2.0,14.0,247.0,291.0,-44.0,52.0,88.0,-36.0,195.0,203.0,-8.0,2004,sub_area,7.999999996,0.7586206896420928,-0.8181818181632232,Slight Decline
463 Reimarla,-5.0,53.0,31.0,22.0,1055.0,1056.0,-1.0,344.0,373.0,-29.0,711.0,683.0,28.0,2004,sub_area,1.7096774192996878,0.04347826086767486,-28.999999970999998,Slight Decline
464 Marttila,-3.0,2.0,4.0,-2.0,32.0,33.0,-1.0,13.0,14.0,-1.0,19.0,19.0,0.0,2004,sub_area,0.499999999875,0.3333333332222222,-0.9999999989999999,Slight Decline
205 Kaarela,-432.0,288.0,176.0,112.0,4942.0,5417.0,-475.0,1724.0,1842.0,-118.0,3218.0,3575.0,-357.0,2004,sub_area,1.636363636354339,0.8091993185676164,-0.24842105263105596,Moderate Decline
331 Kannelmäki,-207.0,133.0,121.0,12.0,2372.0,2551.0,-179.0,781.0,902.0,-121.0,1591.0,1649.0,-58.0,2004,sub_area,1.099173553709924,0.9371727748642034,-0.6759776536275085,Moderate Decline
332 Maununneva,7.0,25.0,12.0,13.0,272.0,276.0,-4.0,53.0,89.0,-36.0,219.0,187.0,32.0,2004,sub_area,2.083333333159722,0.235294117633218,-8.99999999775,Slight Growth
333 Malminkartano,-191.0,106.0,34.0,72.0,1906.0,2144.0,-238.0,712.0,698.0,14.0,1194.0,1446.0,-252.0,2004,sub_area,3.1176470587318343,0.7677419354813944,0.05882352941151755,Moderate Decline
334 Hakuninmaa,-41.0,24.0,9.0,15.0,392.0,446.0,-54.0,178.0,153.0,25.0,214.0,293.0,-79.0,2004,sub_area,2.66666666637037,0.7826086956408317,0.4629629629543896,Slight Decline
3 Keskinen suurpiiri,-13.0,650.0,675.0,-25.0,19839.0,19521.0,318.0,5914.0,4899.0,1015.0,13925.0,14622.0,-697.0,2004,major_district,0.9629629629615364,0.9271137026212037,3.191823899361032,Slight Decline
301 Kallio,-166.0,197.0,233.0,-36.0,7638.0,7654.0,-16.0,2416.0,1971.0,445.0,5222.0,5683.0,-461.0,2004,sub_area,0.845493562228131,0.30769230768639055,27.812499998261718,Moderate Decline
100 Sörnäinen,-65.0,60.0,65.0,-5.0,2018.0,2054.0,-36.0,676.0,542.0,134.0,1342.0,1512.0,-170.0,2004,sub_area,0.9230769230627218,0.8780487804663891,3.7222222221188277,Slight Decline
111 Siltasaari,-3.0,31.0,26.0,5.0,745.0,756.0,-11.0,207.0,190.0,17.0,538.0,566.0,-28.0,2004,sub_area,1.1923076922618343,0.6874999999570313,1.5454545453140496,Slight Decline
112 Linjat,-63.0,57.0,85.0,-28.0,2661.0,2635.0,26.0,859.0,683.0,176.0,1802.0,1952.0,-150.0,2004,sub_area,0.6705882352862284,0.4814814814725652,6.769230768970414,Slight Decline
113 Torkkelinmäki,-35.0,49.0,57.0,-8.0,2214.0,2209.0,5.0,674.0,556.0,118.0,1540.0,1653.0,-113.0,2004,sub_area,0.8596491227919361,0.3846153845857988,23.59999999528,Slight Decline
302 Alppiharju,-182.0,53.0,107.0,-54.0,3412.0,3490.0,-78.0,1163.0,876.0,287.0,2249.0,2614.0,-365.0,2004,sub_area,0.4953271027991091,0.5909090909046144,3.6794871794400064,Moderate Decline
121 Harju,-97.0,34.0,74.0,-40.0,2265.0,2288.0,-23.0,771.0,553.0,218.0,1494.0,1735.0,-241.0,2004,sub_area,0.4594594594532505,0.3650793650735702,9.47826086915312,Slight Decline
122 Alppila,-85.0,19.0,33.0,-14.0,1147.0,1202.0,-55.0,392.0,323.0,69.0,755.0,879.0,-124.0,2004,sub_area,0.5757575757401286,0.7971014492638101,1.2545454545226447,Slight Decline
303 Vallila,-89.0,108.0,95.0,13.0,2963.0,3021.0,-58.0,829.0,726.0,103.0,2134.0,2295.0,-161.0,2004,sub_area,1.136842105251191,0.8169014084391986,1.775862068934899,Slight Decline
210 Hermanni,-26.0,37.0,32.0,5.0,801.0,817.0,-16.0,204.0,164.0,40.0,597.0,653.0,-56.0,2004,sub_area,1.1562499999638673,0.7619047618684808,2.49999999984375,Slight Decline
220 Vallila,-63.0,71.0,63.0,8.0,2162.0,2204.0,-42.0,625.0,562.0,63.0,1537.0,1642.0,-105.0,2004,sub_area,1.1269841269662384,0.8399999999832001,1.499999999964286,Slight Decline
304 Pasila,-49.0,64.0,57.0,7.0,2006.0,2033.0,-27.0,620.0,505.0,115.0,1386.0,1528.0,-142.0,2004,sub_area,1.1228070175241613,0.7941176470354672,4.259259259101509,Slight Decline
171 Länsi-Pasila,-50.0,34.0,19.0,15.0,985.0,1032.0,-47.0,283.0,228.0,55.0,702.0,804.0,-102.0,2004,sub_area,1.7894736841163434,0.7580645161168055,1.1702127659325487,Slight Decline
173 Itä-Pasila,10.0,30.0,38.0,-8.0,999.0,971.0,28.0,335.0,271.0,64.0,664.0,700.0,-36.0,2004,sub_area,0.7894736841897507,0.777777777756173,2.285714285632653,Slight Growth
174 Keski-Pasila,-9.0,,,,22.0,30.0,-8.0,2.0,6.0,-4.0,20.0,24.0,-4.0,2004,sub_area,,,-0.4999999999375,Slight Decline
305 Vanhakaupunki,473.0,228.0,183.0,45.0,3820.0,3323.0,497.0,886.0,821.0,65.0,2934.0,2502.0,432.0,2004,sub_area,1.2459016393374542,0.9169741697400056,0.13078470824923383,Moderate Growth
230 Toukola,500.0,50.0,19.0,31.0,967.0,490.0,477.0,152.0,121.0,31.0,815.0,369.0,446.0,2004,sub_area,2.631578947229917,0.9389763779509075,0.06498951781957026,Moderate Growth
240 Kumpula,92.0,47.0,25.0,22.0,902.0,822.0,80.0,266.0,176.0,90.0,636.0,646.0,-10.0,2004,sub_area,1.8799999999248,0.7843137254825067,1.1249999999859375,Slight Growth
250 Käpylä,-74.0,94.0,109.0,-15.0,1224.0,1254.0,-30.0,257.0,315.0,-58.0,967.0,939.0,28.0,2004,sub_area,0.8623853210930056,0.6666666666518519,-1.933333333268889,Slight Decline
260 Koskela,-51.0,30.0,29.0,1.0,680.0,713.0,-33.0,198.0,196.0,2.0,482.0,517.0,-35.0,2004,sub_area,1.0344827585850178,0.970588235265571,0.06060606060422406,Slight Decline
270 Vanhakaupunki,6.0,7.0,1.0,6.0,47.0,44.0,3.0,13.0,13.0,0.0,34.0,31.0,3.0,2004,sub_area,6.999999992999999,0.3333333332962963,0.0,Slight Growth
4 Pohjoinen suurpiiri,-308.0,403.0,354.0,49.0,5636.0,5882.0,-246.0,1312.0,1617.0,-305.0,4324.0,4265.0,59.0,2004,major_district,1.1384180790928293,0.833898305081919,-1.239837398368944,Moderate Decline
401 Maunula,-128.0,73.0,123.0,-50.0,1280.0,1314.0,-34.0,252.0,358.0,-106.0,1028.0,956.0,72.0,2004,sub_area,0.5934959349545244,0.4047619047570862,-3.1176470587318343,Moderate Decline
281 Pirkkola,-8.0,6.0,3.0,3.0,46.0,46.0,0.0,17.0,8.0,9.0,29.0,38.0,-9.0,2004,sub_area,1.9999999993333333,0.0,9000000000.0,Slight Decline
282 Maunula,-115.0,57.0,115.0,-58.0,1092.0,1118.0,-26.0,201.0,316.0,-115.0,891.0,802.0,89.0,2004,sub_area,0.49565217390873345,0.3095238095201247,-4.423076922906804,Moderate Decline
283 Metsälä,-5.0,10.0,5.0,5.0,142.0,150.0,-8.0,34.0,34.0,0.0,108.0,116.0,-8.0,2004,sub_area,1.9999999996,0.6153846153372781,0.0,Slight Decline
402 Länsi-Pakila,0.0,56.0,48.0,8.0,651.0,661.0,-10.0,141.0,175.0,-34.0,510.0,486.0,24.0,2004,sub_area,1.1666666666423613,0.5555555555246914,-3.39999999966,Slight Decline
341 Länsi-Pakila,0.0,56.0,48.0,8.0,651.0,661.0,-10.0,141.0,175.0,-34.0,510.0,486.0,24.0,2004,sub_area,1.1666666666423613,0.5555555555246914,-3.39999999966,Slight Decline
403 Tuomarinkylä,-45.0,85.0,42.0,43.0,862.0,951.0,-89.0,200.0,273.0,-73.0,662.0,678.0,-16.0,2004,sub_area,2.023809523761338,0.6742424242373164,-0.8202247190919075,Slight Decline
351 Paloheinä,-32.0,52.0,29.0,23.0,571.0,625.0,-54.0,127.0,171.0,-44.0,444.0,454.0,-10.0,2004,sub_area,1.793103448214031,0.7012987012895935,-0.8148148147997257,Slight Decline
352 Torpparinmäki,-15.0,33.0,13.0,20.0,289.0,326.0,-37.0,71.0,102.0,-31.0,218.0,224.0,-6.0,2004,sub_area,2.5384615382662723,0.6491228070061558,-0.8378378378151936,Slight Decline
404 Oulunkylä,-148.0,158.0,115.0,43.0,2242.0,2392.0,-150.0,596.0,681.0,-85.0,1646.0,1711.0,-65.0,2004,sub_area,1.3739130434663138,0.7772020725348332,-0.5666666666628889,Moderate Decline
284 Patola,-42.0,103.0,91.0,12.0,1527.0,1547.0,-20.0,396.0,452.0,-56.0,1131.0,1095.0,36.0,2004,sub_area,1.1318681318556938,0.6249999999804688,-2.79999999986,Slight Decline
285 Veräjämäki,-73.0,20.0,20.0,0.0,443.0,511.0,-68.0,138.0,143.0,-5.0,305.0,368.0,-63.0,2004,sub_area,0.99999999995,0.9999999999852941,-0.07352941176362457,Slight Decline
